report_id,raw_text,ground_truth_category,true_cluster_id,city,lat,lon
REP-1020,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Lagos,6.404260413096844,3.352786088176216
REP-1021,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.883380902997537,7.1681584557625
REP-1022,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Port Harcourt,4.915131487823457,6.954792238412955
REP-1023,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Kano,12.128853040038178,8.470676480134205
REP-1024,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Port Harcourt,4.77558738686305,7.119538830085594
REP-1025,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-8821, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Lagos,6.631596811596635,3.5074600422419313
REP-1026,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Abuja,9.15698745689148,7.345459444461097
REP-1027,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Nasarawa,8.538778490226408,8.595896034036882
REP-1028,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.595560512476742,7.617766224731816
REP-1029,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Port Harcourt,4.67388310672539,7.05777820979743
REP-1030,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Kano,12.02198420367292,8.489352138352373
REP-1031,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08031234567.",Web Defacement,CLUSTER-003,Lagos,6.646270485275218,3.3081749927520843
REP-1032,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Lagos,6.400191700533563,3.4158031413571512
REP-1033,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Abuja,9.138179459484933,7.295205146356803
REP-1034,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Port Harcourt,4.749651694401346,6.945189354366052
REP-1035,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Enugu,6.586871129170654,7.530250255662079
REP-1036,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Abuja,9.101870461262632,7.288503796268878
REP-1037,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Kano,11.99767727996244,8.581036155277733
REP-1038,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 07089876543.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Enugu,6.336285424081774,7.53177844989741
REP-1039,Abeg check this link http://update-payroll-verify.ng. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Enugu,6.46752902745964,7.567915233786712
REP-1040,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Kano,12.096768662735728,8.721174284061131
REP-1041,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Nasarawa,8.627691018665326,8.59010972818978
REP-1042,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Enugu,6.596290578539861,7.643921548293937
REP-1043,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Nasarawa,8.480495035159944,8.43654342870184
REP-1044,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.735156475550951,7.024585580289387
REP-1045,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Kano,11.984214247562777,8.584261363789693
REP-1046,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 07089876543.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Kano,12.046875070123795,8.53876052961847
REP-1047,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08031234567.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Lagos,6.376951033348354,3.2719305908487364
REP-1048,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Enugu,6.389580259610666,7.667205769193488
REP-1049,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is john.doe@fulafia.edu.ng and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Abuja,8.98193396129347,7.280998428812547
REP-1050,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Nasarawa,8.398164681289346,8.63327497453505
REP-1051,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Abuja,9.066659105058978,7.337635838394047
REP-1052,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.460708960477092,7.6470754487850225
REP-1053,Abeg check this link http://update-payroll-verify.ng. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08031234567.,Phishing / Social Engineering,CLUSTER-001,Lagos,6.512962389354038,3.3033282411810205
REP-1054,Abeg check this link http://update-payroll-verify.ng. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08031234567.,Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.838610915080904,7.066612592511879
REP-1055,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is blessing.a@gmail.com and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.486275744723223,8.392330655946486
REP-1056,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.543072015399757,3.5023728344167355
REP-1057,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is blessing.a@gmail.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.632789378544395,3.2505332137902108
REP-1058,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.549734623465068,7.6772698555461165
REP-1059,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Abuja,9.057270969820667,7.4263144967995585
REP-1060,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08031234567.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Nasarawa,8.553550942421172,8.63764262689922
REP-1061,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.578266993038971,7.406547928099304
REP-1062,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Nasarawa,8.430527460096851,8.662489530604024
REP-1063,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.565163126274564,8.460243534519787
REP-1064,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Kano,12.073279455300995,8.521720433679231
REP-1065,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 07089876543.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Port Harcourt,4.6943823997644145,7.055480614388555
REP-1066,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08123456789.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Lagos,6.515761607165051,3.4883231648519266
REP-1067,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Lagos,6.423711827243777,3.237799291843011
REP-1068,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Abuja,9.205312702500434,7.369428905784768
REP-1069,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Kano,11.906909803946286,8.504295569653154
REP-1070,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Port Harcourt,4.689234121223958,7.034417026838218
REP-1071,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is john.doe@fulafia.edu.ng and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Abuja,9.01053490144084,7.457368641039017
REP-1072,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is blessing.a@gmail.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Abuja,8.973872407440272,7.443759235737779
REP-1073,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Abuja,9.21689204117201,7.342973772274207
REP-1074,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Kano,12.125944233429822,8.470366126639638
REP-1075,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.485373368265817,8.482310263502109
REP-1076,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08123456789.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.311429256377657,7.479657658278766
REP-1077,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Nasarawa,8.606082391366837,8.566880641354993
REP-1078,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.526441575150067,7.52285638550082
REP-1079,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Kano,11.900601463292473,8.647221180644143
REP-1080,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.58158089140015,8.407023676390487
REP-1081,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is john.doe@fulafia.edu.ng and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.346147261666626,8.629406046695175
REP-1082,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Enugu,6.405168986489773,7.603669677156631
REP-1083,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.569744744392693,8.651187511858652
REP-1084,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Nasarawa,8.432798014220586,8.503153724214213
REP-1085,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.38710718466912,7.590530792555578
REP-1086,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Kano,11.889041087512794,8.564878087346651
REP-1087,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Kano,11.866015888177317,8.657816210983325
REP-1088,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Enugu,6.5348616375963875,7.403108308885618
REP-1089,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Nasarawa,8.442440246975277,8.434271512597832
REP-1090,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Lagos,6.437241372406917,3.2625142387733477
REP-1091,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Abuja,8.928116710844272,7.438113313066855
REP-1092,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Nasarawa,8.508447327529987,8.38872472704523
REP-1093,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.444063806686892,7.562167610686888
REP-1094,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08123456789.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Lagos,6.405749733736658,3.5095600506600344
REP-1095,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is blessing.a@gmail.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.692926035087091,7.030166495517815
REP-1096,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://fulafia-grant-portal.free.site. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Nasarawa,8.45081907512891,8.473109802745947
REP-1097,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Kano,11.927925567424282,8.558512928689158
REP-1098,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Enugu,6.590866968260857,7.498065176572562
REP-1099,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Lagos,6.565848911559456,3.3111973498954037
REP-1100,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Kano,12.102681667389843,8.449921614925072
REP-1101,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Port Harcourt,4.715331149499535,6.955619348578573
REP-1102,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Enugu,6.559401743540877,7.6209064708281815
REP-1103,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08123456789.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Port Harcourt,4.7162807271961755,7.126718339826578
REP-1104,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Lagos,6.383857686488151,3.510224868665702
REP-1105,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Port Harcourt,4.780201258682928,7.048145216354005
REP-1106,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Lagos,6.5267153004956615,3.439158700870866
REP-1107,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Lagos,6.552056230964277,3.473764432284026
REP-1108,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.7526586473704775,7.1845968727142795
REP-1109,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Nasarawa,8.572511145049548,8.655691437380987
REP-1110,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://fulafia-grant-portal.free.site. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Port Harcourt,4.840106413990195,7.133599547553239
REP-1111,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Lagos,6.5460807916216615,3.2711685063879585
REP-1112,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.472628997406472,8.415246084488818
REP-1113,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.895392871732456,7.137404473878187
REP-1114,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Port Harcourt,4.810300343131202,6.968375987876728
REP-1115,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Lagos,6.533318598176245,3.3677962993822126
REP-1116,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Port Harcourt,4.679778165991318,7.035571681819378
REP-1117,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Enugu,6.42804179550964,7.420788564827316
REP-1118,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Lagos,6.53931587509595,3.5122563348154174
REP-1119,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Abuja,9.02822480061139,7.44499400636106
REP-1120,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08123456789.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Lagos,6.565160149482457,3.255756166013303
REP-1121,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 07089876543.,Ransomware / Malware,CLUSTER-004,Lagos,6.672652008260202,3.34012629501444
REP-1122,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Port Harcourt,4.788108911916097,7.13434826203559
REP-1123,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Lagos,6.464766654839437,3.265725869865069
REP-1124,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://fulafia-grant-portal.free.site. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Lagos,6.52831493547557,3.2475326237448243
